"A week later after I activated it, it suddenly died.",0,amazon
It feels more comfortable than most headsets because I wear glasses and that gets in the way sometimes.,1,amazon
Great for iPODs too.,1,amazon
This device is great in several situations:1.),1,amazon
Mic Doesn't work.,0,amazon
"Even in my BMW 3 series which is fairly quiet, I have trouble hearing what the other person is saying.",0,amazon
Great choice!,1,amazon
Nice docking station for home or work.,1,amazon
This is a beautiful phone.,1,amazon
Love this product.,1,amazon
Do Not Buy for D807...wrongly advertised for D807.,0,amazon
This is a great little item.,1,amazon
"I love this phone , It is very handy and has a lot of features .",1,amazon
I purchased this and within 2 days it was no longer working!!!!!!!!!,0,amazon
I wear it everyday and it holds up very well.,1,amazon
Not a good bargain.,0,amazon
"Well packaged, arrived on time, and works as intended.",1,amazon
The battery runs down quickly.,0,amazon
"This item worked great, but it broke after 6 months of use.",0,amazon
The headsets are easy to use and everyone loves them.,1,amazon
This phone works great.,1,amazon
The construction of the headsets is poor.,0,amazon
Product was excellent and works better than the verizon one and Boy was it cheaper!,1,amazon
The phone loads super!,1,amazon
"For a product that costs as much as this one does, I expect it to work far better and with greater ease than this thing does.",0,amazon
Made very sturdy.,1,amazon
Worked great!.,1,amazon
The ear buds only play music in one ear.,0,amazon
Dont waste your money...,0,amazon
Will order from them again!,1,amazon
If you plan to use this in a car forget about it.,0,amazon
I found this product to be waaay too big.,0,amazon
Best I've found so far .... I've tried 2 other bluetooths and this one has the best quality (for both me and the listener) as well as ease of using.,1,amazon
I'm very disappointed with my decision.,0,amazon
Integrated seamlessly with the Motorola RAZR phone.,1,amazon
"Buyer Beware, you could flush money right down the toilet.",0,amazon
Definitely a bargain.,1,amazon
The price was very good and with the free shipping and all it was a good purchase.,1,amazon
I received my supposedly new motorola 375 and apparently there was not a match between the phone and the charger.,0,amazon
"Pros:-Good camera - very nice pictures , also has cool styles like black and white, and more.",1,amazon
"That's a huge design flaw (unless I'm not using it correctly, which I don't think is the case).",0,amazon
"I love my 350 headset.. My Jabra350 bluetooth headset is great, the reception is very good and the ear piece is a comfortable fit.",1,amazon
"The camera, although rated at an impressive 1.3 megapixels, renders images that fall well below expectations of such a relatively high resolution.",0,amazon
I purcashed this for the car charger and it does not work.,0,amazon
"Sound quality on both end is excellent, I use headset to call my wife and ask my wife to use headset to call me !2.",1,amazon
This phone is slim and light and the display is beautiful.,1,amazon
its a little geeky but i think thats its sex on toast and it rocks and oozes sex right down to its battery embedded sleek stylish leather case.,1,amazon
"Great product, fast shipping!.",1,amazon
Absolutely great.,1,amazon
The keyboard is a nice compromise between a full QWERTY and the basic cell phone number keypad.,1,amazon
i got this phone around the end of may and i'm completely unhappy with it.,0,amazon
It is very comfortable on the ear.,1,amazon
It has been a winner for us.,1,amazon
)Setup couldn't have been simpler.,1,amazon
I've tried several different earpieces for my cell phone and this Jabra one is the first one I've found that fits my ear comfortably.,1,amazon
Could not get strong enough signal.,0,amazon
Iam very pleased with my purchase.,1,amazon
Bad Quality.,0,amazon
Gets the job done.,1,amazon
Great audio!.,1,amazon
Basically the service was very bad.,0,amazon
it did not work in my cell phone plug i am very up set with the charger!.,0,amazon
"I've only had my bluetooth for a few weeks, but I really like it.",1,amazon
The BT headset was such a disapoinment.,0,amazon
It is so small and you don't even realize that it is there after a while of getting used to it.,1,amazon
The accompanied software is almost brilliant.,1,amazon
Headset works great & was packaged nicely to avoid any damage.,1,amazon
!I definitly recommend!!,1,amazon
Buyer--Be Very Careful!!!!!.,0,amazon
The majority of the Logitech earbud headsets failed.,0,amazon
Very good stuff for the price.,1,amazon
My headset works just peachy-keen.,1,amazon
In my house I was getting dropped coverage upstairs and no coverage in my basement.,0,amazon
Voice recognition is tremendous!,1,amazon
What a waste.,0,amazon
"During several different 2 minute calls, I experienced 5 drops and it was in an area that had 5 bars.",0,amazon
I was not happy with this item.,0,amazon
very disappointed.,0,amazon
The phone takes FOREVER to charge like 2 to 5 hours literally.,0,amazon
I got this phone on reccomendation from a relative and I'm glad I did.,1,amazon
What a waste of time!,0,amazon
Its reception is very very poor.,0,amazon
Items stated as included from the description ARE NOT INCLUDED.,0,amazon
"After 3 months, screen just went black all of a sudden.",0,amazon
I Was Hoping for More.,0,amazon
"Audio Quality is poor, very poor.",0,amazon
I had absolutely no problem with this headset linking to my 8530 Blackberry Curve!,1,amazon
"I know that sounds funny, but to me it seemed like sketchy technology that wouldn't work well.Well, this one works great.",1,amazon
I've bought $5 wired headphones that sound better than these.,0,amazon
This phone is very fast with sending any kind of messages and web browsing is significantly faster than previous phones i have used.,1,amazon
"Nice quality build, unlike some cheap s*** out there.",1,amazon
This item is fantastic and works perfectly!,1,amazon
And I just love the colors!,1,amazon
W810i is just SUPERB.,1,amazon
"All I can do is whine on the Internet, so here it goes.The more I use the thing the less I like it.",0,amazon
Great charger.,1,amazon
This is essentially a communications tool that does not communicate.,0,amazon
Works like a charm; it work the same as the one I got with the phone.,1,amazon
"I still maintain that monkeys shouldn't make headphones, we just obviously don't share enough DNA to copy the design over to humans.",0,amazon
Great Value.,1,amazon
Doesn't work at all.. I bougth it for my L7c and its not working.,0,amazon
"The look of it is very sharp and the screen is nice and clear, with great graphics.",1,amazon
doesn't last long.,0,amazon
One thing I hate is the mode set button at the side.,0,amazon
EXCELLENT SERVICE!!!!!!!!.,1,amazon
Thank you for wasting my money.,0,amazon
How can that be?The audio quality is poor.,0,amazon
The iGo chargers and tips are really great.,1,amazon
The file browser offers all the options that one needs.Handsfree is great.,1,amazon
Superb Phone on a Great Network.,1,amazon
"I connected my wife's bluetooth,(Motorola HS850) to my phone and it worked like a charm whether the phone was in my pocket or the case.",1,amazon
"I put the latest OS on it (v1.15g), and it now likes to slow to a crawl and lock up every once in a while.",0,amazon
It only recognizes the Phone as its storage device.,0,amazon
"If you like a loud buzzing to override all your conversations, then this phone is for you!",0,amazon
Don't buy this product.,0,amazon
I've had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear.,0,amazon
The sound quality is good and functionality is awesome.,1,amazon
"I have this phone and it is a thorn in my side, I really abhor it.",0,amazon
I recently had problems where I could not stay connected for more than 10 minutes before being disconnected.,0,amazon
Incredible!.,1,amazon
Design Flaw?.,0,amazon
Great phone!.,1,amazon
Waste of 13 bucks.,0,amazon
"But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and then I'm lost.",0,amazon
The replacement died in a few weeks.,0,amazon
Any ring tone..Overall good phone to buy..,1,amazon
Lately they have been extremely nice and helpful on the phone.,1,amazon
I have had problems wit hit dropping signal and more.,0,amazon
Not impressed.,0,amazon
"Light weight, I hardly notice it is there.",1,amazon
You'll love how thin it is.,1,amazon
Bad Choice.,0,amazon
The pleather case doesn't fit.,0,amazon
"useless phone, simply deaf.",0,amazon
"The color is even prettier than I thought it would be, and the graphics are incredibly sharp.",1,amazon
All in all I think it was a good investment.,1,amazon
It makes very strange ticking noises before it ends the call.,0,amazon
The best electronics of the available FM Transmitters.,1,amazon
Battery lasts only a few hours.,0,amazon
"great headset, very impressed - H500.",1,amazon
"The ""1.2"" mega pixel camera, being a part of a phone, is reasonably good7.",1,amazon
I've had this for nearly 2 years and it has worked great for me.,1,amazon
Good transmit audio.,1,amazon
We are sending it back.,0,amazon
I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.,0,amazon
"If you hate earbugs, avoid this phone by all means.",0,amazon
Great price also!,1,amazon
"The range is very decent, I've been able to roam around my house with the phone in the living room with no reception/sound quality issues.",1,amazon
fast service.,1,amazon
I would highly recommend this.,1,amazon
I would recommend this.,1,amazon
"I also didn't like the ""on"" button, it felt like it would crack with use.",0,amazon
WORST PHONE EVER.,0,amazon
I'm still infatuated with this phone.,1,amazon
Freezes frequently4.,0,amazon
It's kind of embarrassing to use because of how it looks and mostly it's embarrassing how child-like the company is.,0,amazon
"Simple, lightweight and great fit.",1,amazon
"All in all, I'd expected a better consumer experience from Motorola.",0,amazon
There's a horrible tick sound in the background on all my calls that I have never experienced before.,0,amazon
These are certainly very comfortable and functionality is decent.,1,amazon
I usually don't like headbands but this one is very lightweight & doesn't mess up my hair.,1,amazon
I'm a bit disappointed.,0,amazon
"I have had this phone for over a year now, and I will tell you, its not that great.",0,amazon
I ordered this for sony Ericsson W810i but I think it only worked once (thats when I first used it).,0,amazon
The battery is completely useless to me.,0,amazon
What a big waste of time.,0,amazon
Don't waste your $$$ on this one.,0,amazon
Great sound and service.,1,amazon
Really pleased with this product so far.,1,amazon
One of my favorite purchases ever.,1,amazon
best bluetooth on the market.,1,amazon
Authentic leather with nice shine and comfort .I recommend you this case !!,1,amazon
I was very excited to get this headset because I thought it was really cute.,1,amazon
Do not make the same mistake as me.,0,amazon
Big Disappointment with calendar sync.,0,amazon
the phone was unusable and was not new.,0,amazon
Worst Customer Service Ever.,0,amazon
"No additional ear gels provided, and no instructions whatsoever.",0,amazon
It defeats the purpose of a bluetooth headset.,0,amazon
Worth every penny.,1,amazon
Excellent wallet type phone case.,1,amazon
Nice headphones for the price and they work great!,1,amazon
Internet is excrutiatingly slow.,0,amazon
"It is very comfortable to wear as well, which is probably the most important aspect about using a case.",1,amazon
"It's fits like a glove and is strong, secure, and durable.",1,amazon
O my gosh the best phone I have ever had.,1,amazon
It's very attractive and appears to be of good quality.,1,amazon
I love all the features and form factor.,1,amazon
This product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it,0,amazon
poor quality and service.,0,amazon
"The cable looks so thin and flimsy, it is scary.",0,amazon
Great Earpiece.,1,amazon
Excellent hands free tool.,1,amazon
Great for using with your home stereo.,1,amazon
Good product - incredible value.,1,amazon
Only had this a month but it's worked flawlessly so far.,1,amazon
Works great.,1,amazon
Absolutel junk.,0,amazon
THAT one didn't work either.,0,amazon
Battery life is real good.,1,amazon
Returned 8 hours later.,0,amazon
It's a great item.,1,amazon
Don't waste your money!.,0,amazon
Love this headset!,1,amazon
"Not only will it drain your player, but may also potentially fry it.",0,amazon
Worked perfectly!,1,amazon
Unreliable - I'm giving up.,0,amazon
I gave it 5 stars because of the sound quality.,1,amazon
Avoid this one if you can.,0,amazon
Reversible plug works great.,1,amazon
I wasted my little money with this earpiece.,0,amazon
Very good phone.,1,amazon
"Best of all is the rotating feature, very helpful.",1,amazon
Comfort for our whole family.,1,amazon
"Good product, good seller.",1,amazon
I love this bluetooth!,1,amazon
"First of all, it doesn't wear well.",0,amazon
I am very impressed with this headset from Plantronics.,1,amazon
I got it because it was so small and adorable.,1,amazon
Great phone!.,1,amazon
I wouldn't recommend buying this product.,0,amazon
Piece of Junk.,0,amazon
Poorly contstruct hinge.,0,amazon
"This item is great, installed it, let it charged up overnite and it has been working good every since with no problems",1,amazon
Great Phone.,1,amazon
Don't buy it.,0,amazon
Excellent Phone.,1,amazon
DO NOT PURCHASE THIS PHONE.,0,amazon
The voice recognition thru the handset is excellent.,1,amazon
This is hands down the best phone I've ever had.,1,amazon
"Works great, when my cat attacked the phone he scratched the protective strip instead of destroying the screen.",1,amazon
This one works and was priced right.,1,amazon
Customer service was terrible.,0,amazon
Battery life still not long enough in Motorola Razor V3i.,0,amazon
Sending it back.,0,amazon
Now I know that I made a wise decision.,1,amazon
Someone shouldve invented this sooner.,1,amazon
Good price.,1,amazon
Everything worked on the first try.The device was certainly engineered in a clever way and the construction feels good.,1,amazon
I received it quickly and it works great!!,1,amazon
Has been working great.,1,amazon
"As many people complained, I found this headset's microphone was very weak.",0,amazon
My 5-year old Nokia 2160 from Tracfone holds the charge a lot better than this.,0,amazon
They do not care about the consumer one bit.,0,amazon
"This is a good battery, and it got here really fast.",1,amazon
The instruction manual is lacking.,0,amazon
Also its slim enough to fit into my alarm clock docking station without removing the case.,1,amazon
Phone now holds charge like it did when it was new.,1,amazon
The battery is unreliable as well as the service use antena.,0,amazon
It's uncomfortable and the sound quality is quite poor compared with the phone (Razr) or with my previous wired headset (that plugged into an LG).,0,amazon
We have gotten a lot of compliments on it.,1,amazon
This is definitely a must have if your state does not allow cell phone usage while driving.,1,amazon
I want my money back.,0,amazon
I love this device.,1,amazon
I am also very happy with the price.,1,amazon
I ordered this product first and was unhappy with it immediately.,0,amazon
The Ngage is still lacking in earbuds.,0,amazon
I was able to do voice dialing in the car with no problem.,1,amazon
"I have 2-3 bars on my cell phone when I am home, but you cant not hear anything.",0,amazon
"good item, low price.",1,amazon
"However-the riingtones are not the best, and neither are the games.",0,amazon
The plug did not work very well.,0,amazon
AMAZON SUCKS.,0,amazon
Rip off---- Over charge shipping.,0,amazon
VERY comfortable.,1,amazon
The battery is working well as a replacement for the original that came with the phone over 2 years ago.,1,amazon
The reception is excellent!,1,amazon
"It fits comfortably in either ear, the sound is clear and loud, and the charge lasts a couple of days.",1,amazon
"very clear, quality sound and you don't have to mess with the sound on your iPod since you have the sound buttons on the headset.",1,amazon
1. long lasting battery (you don't have to recharge it as frequentyly as some of the flip phones)2.,0,amazon
Obviously there is a problem with the adhesive.,0,amazon
Very disappointing.,0,amazon
"It was an inexpensive piece, but I would still have expected better quality.",0,amazon
It is practically useless and did not add any kind of boost to my reception after I bought it.,0,amazon
Excellent sound quality.,1,amazon
Was not happy.,0,amazon
A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!,0,amazon
New Battery works great in phone.,1,amazon
Worst customer service.,0,amazon
"I've dropped my phone more times than I can say, even on concrete and my phone is still great (knock on wood!).",1,amazon
Reception is terrible and full of static.,0,amazon
Good audio quality.,1,amazon
This little device has transformed my organizational capability and made my life a whole lot easier.,1,amazon
"I was sitting in my vehicle, with the cradle on my belt, and the headset lost signal.",0,amazon
Were JERKS on the phone.,0,amazon
Works like a charm.. Works as advertised.,1,amazon
"Comfortable, Nice Range, Good Battery Life.",1,amazon
Their network coverage in Los Angeles is horrible.,0,amazon
Excellent starter wireless headset.,0,amazon
"The loudspeaker option is great, the bumpers with the lights is very ... appealing.",0,amazon
The only thing that I think could improve is the sound leaks out from the headset.,0,amazon
"First off the reception sucks, I have never had more than 2 bars, ever.",0,amazon
The phone gets EXTREMELY HOT!,0,amazon
"The microphone also works well, but (according to people I have called) it applifies everything.",1,amazon
Nice design and quality.,1,amazon
"Also, if your phone is dropped, this case is not going to save it, specially when dropped face down.",0,amazon
"It is light, easy to use, and has very clear reception and transmission.",1,amazon
"bad fit, way too big.",0,amazon
It definitely was not as good as my S11.,1,amazon
awesome device.,1,amazon
Waste of money.,0,amazon
"I had ordered a motorola data cable, got a very well finished and working product.",1,amazon
Love This Phone.,1,amazon
I was looking for this headset for a long time and now that I've got it I couldn't be happier.,1,amazon
"I'll be drivng along, and my headset starts ringing for no reason.",0,amazon
Display is excellent and camera is as good as any from that year.,1,amazon
Battery life is also great!,1,amazon
The worst phone I've ever had.... Only had it for a few months.,0,amazon
Not a good item.. It worked for a while then started having problems in my auto reverse tape player.,0,amazon
This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.,0,amazon
Protects the phone on all sides.,1,amazon
This is a VERY average phone with bad battery life that operates on a weak network.,0,amazon
"Clear Skype Calls, Long Battery Life, Long Range.",1,amazon
Soyo technology sucks.,0,amazon
Great Hands Free Device.,1,amazon
"you can even take self portraits with the outside (exterior) display, very cool.",1,amazon
Same problem as others have mentioned.,0,amazon
After trying many many handsfree gadgets this is the one that finally works well.,1,amazon
Magical Help.,1,amazon
The worst piece of crap ever along with the Verizon customer service.,0,amazon
Poor sound quality.,0,amazon
The best phone in market :).,1,amazon
It worked very well.,1,amazon
The company shipped my product very promptly and it works well.,1,amazon
Exactly what I wanted.,1,amazon
The picture resolution is far below what other comparably-priced phones are offering today.,0,amazon
This is a great deal.,1,amazon
"Excellent product, I am very satisfied with the purchase.",1,amazon
I highly recommend these and encourage people to give them a try.,1,amazon
Better than you'd expect.,1,amazon
"Using all earpieces, left or right, this thing will not stay on my ear.",0,amazon
Great product and price.,1,amazon
"Sounds good reasonably priced and effective, Its that simple !",1,amazon
Still Waiting...... I'm sure this item would work well.. if I ever recieve it!,0,amazon
what a disappointment,0,amazon
Very prompt service.,1,amazon
Excellent product for the price.,1,amazon
Very pleased with this headset.,1,amazon
don't waste your money and time.,0,amazon
I especially love the long battery life.,1,amazon
"It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.",0,amazon
Works great.,1,amazon
Plantronics Bluetooth Excelent Buy.,1,amazon
I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.,0,amazon
I'll be looking for a new earpiece.,0,amazon
I highly recommend this device to everyone!,1,amazon
Jawbone Era is awesome too!,1,amazon
We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement,0,amazon
After a year the battery went completely dead on my headset.,0,amazon
"I have used several phone in two years, but this one is the best.",1,amazon
An Awesome New Look For Fall 2000!.,1,amazon
This is the first phone I've had that has been so cheaply made.,0,amazon
"Att is not clear, sound is very distorted and you have to yell when you talk.",0,amazon
The plastic breaks really easy on this clip.,0,amazon
Price is good too.,1,amazon
Don't make the same mistake I did.,0,amazon
Oh and I forgot to also mention the weird color effect it has on your phone.,0,amazon
I'm using it with an iriver SPINN (with case) and it fits fine.,1,amazon
Also the area where my unit broke).- I'm not too fond of the magnetic strap.,0,amazon
"Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception.",1,amazon
"every thing on phone work perfectly, she like it.",1,amazon
"Another note about this phone's appearance is that it really looks rather bland, especially in the all black model.",0,amazon
IT'S REALLY EASY.,1,amazon
My Sanyo has survived dozens of drops on blacktop without ill effect.,1,amazon
Fantastic earphones.,1,amazon
It finds my cell phone right away when I enter the car.,1,amazon
Low Quality.,0,amazon
I highly recommend this modest priced cellular phone.,1,amazon
But it does get better reception and clarity than any phone I've had before.,1,amazon
Warning - Stay away.,0,amazon
I wish I could return the unit and get back my money.,0,amazon
Awsome Device Works Great!!.,1,amazon
I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.,0,amazon
"If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.",0,amazon
Very Displeased.,0,amazon
"I might have gotten a defect, but I would not risk buying it again because of the built quality alone.",0,amazon
They made this case too small and is very difficult to install.,0,amazon
Restored my phone to like new performance.,1,amazon
"I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.",1,amazon
"I searched the Internet, and found this one to be the best value.",1,amazon
Does not fit.,0,amazon
Very happy with this product.,1,amazon
"The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.",1,amazon
There's really nothing bad I can say about this headset.,0,amazon
"i'm glad i found this product on amazon it is hard to find, it wasn't high priced.",1,amazon
Portable and it works.,1,amazon
"My colleague & I now get great reception.A little expensive, but performance is great.",1,amazon
I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,0,amazon
I've also had problems with the phone reading the memory card in which I always turn it on and then off again.,0,amazon
Not good when wearing a hat or sunglasses.,0,amazon
Timely shipment and quality product.,1,amazon
Nice solid keyboard.,1,amazon
Very well made and fits my Surefire GX2 perfectly.,1,amazon
Horrible phone.,0,amazon
BT50 battery junk!.,0,amazon
We would recommend these to others.,1,amazon
Cant get the software to work with my computer.,0,amazon
Disappointed!.,0,amazon
poor voice clarity.,0,amazon
The battery works great!,1,amazon
No buyers remorse on this one!.,0,amazon
Very disappointed in AccessoryOne.,0,amazon
I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.,0,amazon
"Looks great and is strong.""",1,amazon
"I have had TMobile service for 2 or 3 years now, and I am pretty happy with it.",1,amazon
The update procedure is difficult and cumbersome.,0,amazon
Disappointment.. I hate anything that goes in my ear.,0,amazon
Great software for Motorolas.,1,amazon
The delivery was on time.,1,amazon
Very easy to use.,1,amazon
"Uncomfortable In the Ear, Don't use with LG VX9900 (EnV).",0,amazon
The volume switch rocketed out of the unit to a destination unknown.,0,amazon
"It holds a charge for a long time, is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous.",1,amazon
I'd like to return it.,0,amazon
The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.,1,amazon
"Verizon's bills, however, are difficult to understand even though their pricing plans are simple.",0,amazon
"After charging overnight, these batteries work great.",1,amazon
You won't regret it!,1,amazon
I love this phone!.,1,amazon
A Disappointment.,0,amazon
Its not user friendly.,0,amazon
Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.,0,amazon
"Then I exchanged for the same phone, even that had the same problem.",0,amazon
This results in the phone being either stuck at max volume or mute.,0,amazon
This PDA rocks.,1,amazon
"It is super charged up for use as a small hybrid palmtop/camera/cellphone, and excels in those roles.",1,amazon
"I would definitely recommend the Jabra BT250v for those who are looking for comfort, clarity and a great price!",1,amazon
I had Verizon 2 years ago and really liked their service.,1,amazon
Pretty piece of junk.,0,amazon
Plug was the wrong size.,0,amazon
Works as described.,1,amazon
Save your money.... I've had this item for 11 months now.,0,amazon
Bad Purchase.,0,amazon
WELL IM SATISFIED.,1,amazon
"The bose noise cancelling is amazing, which is very important for a NYC commuter.",1,amazon
This battery is an excellent bargain!,1,amazon
Defective crap.,0,amazon
I would have given no star if I was able.,0,amazon
I wear glasses and it fits fine with them.,1,amazon
"The sound quality for the device is unacceptable.Unless you are in a really quiet area, you almost hear nothing.",0,amazon
I would not recommend this item to anyone.,0,amazon
The holster that arrived did not match the photo in the ad.,0,amazon
great...no problems at all!.,1,amazon
"As an earlier review noted, plug in this charger and nothing happens.",0,amazon
This frog phone charm is adorable and very eye catching.,1,amazon
You never know if you pushed it hard enough or the right number of times for the function you want or not.,0,amazon
The sound is clear and the people I talk to on it are amazed at the quality too.,1,amazon
I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.,1,amazon
"very good product, well made.",1,amazon
Mobile Phone Tools are a must have.,1,amazon
I am very impressed with the job that Motorola did on the sturdiness of this phone.,1,amazon
"I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source.",1,amazon
The phone is sturdy and waterproof.,1,amazon
I am not impressed with this and i would not recommend this item to anyone.,0,amazon
My only complaint is the standard sound volume is a little low even when turned up to 5(of 5),0,amazon
Thanks again to Amazon for having the things I need for a good price!,1,amazon
I ended up sliding it on the edge of my pants or back pockets instead.,1,amazon
I had to go to a store and bought a new NOKIA phone which is working great.,1,amazon
Works great!.,1,amazon
REALLY UGLY.,0,amazon
"horrible, had to switch 3 times.",0,amazon
The noise shield is incrediable.,1,amazon
No real improvement.,0,amazon
Razr Battery - Good buy.,1,amazon
Keep up the good work Amazon!!,1,amazon
They refuse to refund or replace.,0,amazon
Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.,0,amazon
So I basically threw my money out the window for nothing.,0,amazon
Great case and price!,1,amazon
All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.,0,amazon
"Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.",1,amazon
"Small, sleek, impressive looking, practical setup with ample storage in place.",1,amazon
The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity.,1,amazon
none of the new ones have ever quite worked properly.,0,amazon
I am glad I purchased it.,1,amazon
I've missed numerous calls because of this reason.,0,amazon
"Perhaps my phone is defective, but people cannot hear me when I use this.",0,amazon
Don't buy this product.,0,amazon
"sucked, most of the stuff does not work with my phone.",0,amazon
"No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid.",1,amazon
Worst software ever used.... If I could give this zero stars I would.,0,amazon
Trying to make a call on these is an exercise in frustration.,0,amazon
The case is a flimsy piece of plastic and has no front or side protection whatsoever.,0,amazon
"I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better.",1,amazon
"I love the camera, it's really pretty good quality.",1,amazon
Thank you for such great service.,1,amazon
Its a total package.,1,amazon
"The seller is very understanding and patient, I would definitely buy from them again.",1,amazon
I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.,0,amazon
It's AGGRAVATING!,0,amazon
Great product for the price!.,1,amazon
"I have purchased these for both family and friends, and all enjoy their clarity and ease of use",1,amazon
Virgin Wireless rocks and so does this cheap little phone!,1,amazon
"None of it works, just don't buy it.",0,amazon
"Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.",0,amazon
